SMILES,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds
CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O ,1.785600000000004,733.9370000000002,14,5,7
CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O ,2.6798000000000077,862.064,17,4,12
CCCCCCCCCCCCCCCCCC(=O)O.CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O ,8.118100000000009,1018.421,15,6,23
CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O ,2.439700000000005,747.9640000000002,14,4,8
CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C ,1.5346000000000006,325.4120000000001,3,3,3
CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C ,1.9247,339.4390000000001,3,3,4
CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C ,1.9351,353.4660000000001,4,2,4
CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C ,2.8414,338.4550000000001,2,2,3
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl ,4.894400000000004,318.87300000000005,3,0,4
CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C ,4.495600000000005,328.48100000000005,4,0,5
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C.CC(=O)[C@@H]([C@H](C(=O)C)O)O ,3.3732000000000024,444.59700000000015,7,2,7
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C ,4.239400000000003,284.428,3,0,3
C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl ,0.6212999999999995,367.8140000000001,5,3,4
CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O ,0.15049999999999963,363.3950000000001,6,4,4
CC=CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O ,0.7066999999999998,389.4330000000001,6,4,5
CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O ,0.44489999999999946,347.39600000000013,5,3,4
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C ,0.023699999999999555,365.4110000000001,6,4,4
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C ,-1.0165999999999988,348.4040000000001,6,2,4
CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C ,0.8607999999999993,334.39700000000005,4,2,4
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)[O-])C(=O)[O-])C ,-2.1828999999999974,376.39000000000016,7,1,5
C[C@@]1([C@@H]2C[C@@H]3[C@H](C(=O)C(=C(N)[O-])C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)[O-])O)[NH+](C)C)O ,-4.183499999999994,443.43200000000013,9,5,1
C[NH+](C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=O)C(=C(N)[O-])C1=O)O)[O-])O)N(C)C ,-3.7824999999999953,456.47500000000025,9,4,2
C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C(N)[O-])C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4[O-])[O-])O)N(C)C)[O-].[Ca+2].[Ca+2] ,-4.925199999999995,520.5640000000002,10,2,1
C[NH+](C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=O)C(=C(N)[O-])C1=O)O)O)O)Cl)O ,-2.506499999999997,464.8580000000001,9,6,1
CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6 ,-1.669100000000012,1239.4470000000006,15,15,32
CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6 ,-4.387400000000027,1182.3110000000004,15,16,31
CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6 ,-1.438100000000009,1209.4210000000005,14,15,32
CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6 ,-3.1057000000000246,1269.4330000000004,16,17,31
CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C ,1.3065999999999998,262.30899999999997,3,1,3
CCC(C)C1(C(=O)NC(=O)NC1=O)CC ,0.7948999999999998,212.24899999999997,3,2,3
CCCC(C)C1(C(=O)NC(=O)NC1=O)CC ,1.1849999999999998,226.27599999999998,3,2,4
CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C ,1.3510999999999997,238.28699999999998,3,2,5
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N ,-7.291399999999999,484.50300000000016,15,11,6
C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N ,-8.424200000000015,585.6080000000003,17,13,10
CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC ,-3.3274999999999926,477.60300000000024,12,8,7
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N ,-6.295800000000003,467.52000000000027,14,10,6
CCCCC(=O)OCC(=O)[C@]1(C[C@@H](C2=C(C3=C(C(=C2C1)O)C(=O)C4=C(C3=O)C(=CC=C4)OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O ,2.462200000000001,723.6500000000005,13,5,10
CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)[NH3+])O ,-0.7154999999999992,544.5330000000004,11,6,5
CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O ,1.0288999999999995,527.5260000000003,11,5,4
CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O ,1.0203,497.5000000000002,10,5,3
C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)C3=CC=C(C=C3)OCCO)CCCl ,5.645700000000006,378.8990000000002,2,1,8
CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3 ,6.562600000000007,405.9690000000001,2,0,9
CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3 ,5.996100000000006,371.52400000000006,2,0,8
CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3 ,6.215000000000006,405.96900000000005,2,0,9
C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O ,-2.562999999999999,243.21900000000002,8,4,2
C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F ,-1.2886000000000004,263.2,7,3,2
CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O ,0.7602,359.35400000000004,8,3,6
C1CC(OC1CO)N2C=CC(=NC2=O)N ,-0.5046000000000004,211.22099999999998,6,2,2
CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O ,3.251100000000002,352.47100000000006,4,3,12
CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O ,3.475100000000003,354.487,4,3,13
CCCCC(C)(CC=C[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OC)O)O ,3.9536000000000047,382.54100000000017,5,2,13
CCCCC(C)(C)C(C=CC1C(CC(=O)C1CCCCC=CC(=O)OC)O)O ,3.975600000000004,394.55200000000013,5,2,12
C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@H]2[C@H](N(CCO2)CC3=NC(=O)NN3)C4=CC=C(C=C4)F ,4.952100000000002,534.4320000000002,5,2,6
C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)CC3=NC(=O)N(N3)P(=O)([O-])[O-])C4=CC=C(C=C4)F.C[NH2+]C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C[NH2+]C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O ,-5.666699999999996,1004.8410000000003,19,13,19
C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)CC3=NC(=O)N(N3)P(=O)(O)O)C4=CC=C(C=C4)F ,4.3663000000000025,614.4110000000002,7,3,7
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F ,4.435000000000003,309.33099999999996,2,1,6
CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2.Cl ,4.146420000000004,291.82199999999995,2,1,6
C1=CC=C(C=C1)COC2=CC=C(C=C2)O ,2.9712000000000027,200.237,2,1,3
C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O ,-1.2782,191.13899999999998,6,1,2
C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-] ,-1.0621999999999998,236.13599999999997,8,0,4
C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O)O ,-1.4942000000000002,146.142,4,2,0
CC[C@H](C)[C@H]1C(=O)NC(C(=O)N[C@H](C(=O)N[C@@H](CSSCCC(=O)N[C@@H](C(=O)N1)CC2=CC=C(C=C2)OCC)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(=O)N)CC(=O)N)[C@@H](C)O ,-3.0446000000000075,994.2079999999993,15,11,18
CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)C(C)O ,-3.4933000000000045,980.1809999999995,15,12,15
CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N ,-3.608600000000008,1007.2069999999992,15,12,17
CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-] ,1.8674199999999992,469.3260000000002,7,1,4
CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O ,2.6878199999999994,453.8790000000002,6,2,4
CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-] ,0.5606199999999997,400.4360000000002,7,1,4
C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl ,3.0294000000000008,295.145,3,1,4
CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)[O-])Cl ,3.408920000000002,295.145,3,1,3
CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C ,3.7452400000000017,241.29,2,2,3
CCC[C@@H](C(=O)OCC)N[C@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O.CC(C)(C)N ,2.6842000000000015,441.6130000000003,6,3,8
CCC[C@@H](C(=O)OCC)N[C@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O ,1.9405999999999999,368.47400000000016,5,2,8
CCC[C@@H](C(=O)O)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O ,1.4621,340.42,4,3,7
CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl ,0.3895000000000021,424.9910000000001,7,4,7
CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O ,-0.8569999999999969,406.54500000000013,8,5,7
CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)OP(=O)(O)O)O)O)C(C)Cl ,0.506500000000001,504.97000000000014,8,5,9
C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O ,1.5833,331.34700000000004,5,2,3
CC1CN(CC(N1)C)C2=C(C3=C(C(=C2F)N)C(=O)C(=CN3C4CC4)C(=O)O)F ,2.0815999999999995,392.4060000000001,6,3,3
CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F ,1.9803999999999997,375.40000000000015,6,2,4
CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl ,4.810600000000004,319.88,3,1,8
CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO ,3.7830000000000026,335.8790000000001,4,2,9
CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2 ,2.782700000000001,259.353,4,2,6
C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl ,3.1482000000000028,388.8950000000001,4,1,8
C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl ,3.055900000000001,374.91200000000003,4,1,8
CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3 ,3.0234000000000014,266.38800000000003,2,0,3
CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2 ,3.4026000000000023,290.794,3,0,6
CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2 ,3.8186000000000027,274.795,2,0,5
CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C ,3.361900000000001,339.4830000000002,3,1,8
CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C ,5.704700000000008,416.6460000000002,3,3,6
CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C ,7.641000000000009,396.65900000000016,1,1,5
CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C ,6.6118000000000094,412.65800000000013,2,2,5
CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C ,3.8965400000000026,288.43500000000006,2,1,5
CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C ,2.7262400000000007,246.35399999999993,2,1,2
CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C ,3.506440000000002,274.408,2,1,4
CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O ,2.732600000000002,263.3809999999999,3,2,4
CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O ,3.3429000000000024,357.494,4,1,7
CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O ,3.035600000000002,277.40799999999996,3,1,5
C1C2CC3CC1CC(C2)(C3)N ,1.9139000000000002,151.253,1,1,0
CC12CC3CC(C1)(CC(C3)(C2)N)C ,2.6941000000000006,179.307,1,1,0
CC(C12CC3CC(C1)CC(C3)C2)N ,2.55,179.30699999999996,1,1,1
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4 ,3.5801200000000017,308.772,4,0,1
C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4 ,3.271700000000002,294.745,4,0,1
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl ,4.233520000000002,343.217,4,0,1
CO[C@@H]1[C@H]([C@@H]([C@@H](O[C@@H]1C(=O)[O-])O[C@H]2[C@@H](O[C@H]([C@H]([C@@H]2[O-])NOS(=O)(=O)O)OC)COS(=O)(=O)O)OS(=O)(=O)O)O ,-6.977500000000007,637.5250000000004,19,5,13
C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@@H]([C@H]2OS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O ,-4.810599999999994,602.5010000000003,17,6,10
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)NS(=O)(=O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O ,-6.2505999999999915,595.4880000000003,16,9,10
C[C@@H](C(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)O)N[C@@H](CCC3=CC=CC=C3)C(=O)O ,2.0885999999999996,410.4700000000002,4,3,8
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O ,2.5671,438.5240000000003,5,2,9
C[C@@H](C(=O)N1CC2=CC(=C(C=C2C[C@H]1C(=O)O)OC)OC)N[C@@H](CCC3=CC=CC=C3)C(=O)O ,2.1057999999999995,470.5220000000002,6,3,10
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C ,5.510300000000006,286.45900000000006,1,1,5
CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC ,1.2854000000000008,312.4100000000001,5,2,7
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C ,5.602600000000005,300.44200000000006,1,1,5
C[C@H](C(=O)N1CCC[C@H]1C(=O)O)N[C@@H](CCC2=CC=CC=C2)C(=O)O ,1.1261000000000003,348.39900000000006,4,3,8
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O ,1.6046,376.45300000000026,5,2,9
C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O ,1.2352000000000014,405.49500000000006,5,4,12
C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O.C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O ,-1.703999999999999,454.4360000000002,11,11,8
CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.C(=CC(=O)O)C(=O)O ,8.039800000000008,885.2440000000004,10,6,30
C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN.C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O ,-0.000900000000000456,423.4220000000002,9,9,7
CCNC(=NCCCC[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN=C(NCC)NCC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)N)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CC3=CN=CC=C3)NC(=O)[C@@H](CC4=CC=C(C=C4)Cl)NC(=O)[C@@H](CC5=CC6=CC=CC=C6C=C5)NC(=O)C)NCC ,2.272699999999972,1570.3500000000001,16,16,44
C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)N)NC(=O)[C@H](CC2=CC=C(C=C2)O)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](CC3=CN=CC=C3)NC(=O)[C@@H](CC4=CC=C(C=C4)Cl)NC(=O)[C@@H](CC5=CC6=CC=CC=C6C=C5)NC(=O)C ,1.1679999999999822,1416.0889999999997,16,13,38
C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCNC(=O)N)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CC3=CN=CC=C3)NC(=O)[C@@H](CC4=CC=C(C=C4)Cl)NC(=O)[C@@H](CC5=CC6=CC=CC=C6C=C5)NC(=O)C.C(=O)(C(F)(F)F)O ,-0.08250000000002627,1545.0859999999998,17,17,38
CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC ,1.8551,232.283,2,2,4
CC(C)NCC(COC1=CC=CC2=C1C=CN2)O ,1.9055999999999997,248.32600000000002,3,3,6
CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C ,1.3212,295.408,3,2,6
CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC ,5.722400000000007,1030.3029999999999,16,4,10
C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC ,6.197200000000008,958.24,14,3,9
CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC ,6.180600000000006,914.1870000000001,13,3,6
CCOC1=CC=CC=C1OCCN[C@@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.Cl ,2.7627,444.98100000000005,6,2,11
CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O ,2.8712000000000018,301.386,4,3,7
CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C ,1.9828999999999997,441.5750000000001,6,2,11
C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N ,-5.404500000000026,1084.2529999999992,16,14,19
C1C[C@H](N(C1)C(=O)[C@@H]2CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N ,-6.980500000000015,1227.395,19,16,25
C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N ,-4.341700000000017,1069.2379999999994,15,13,19
C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O ,2.291,255.273,3,1,3
C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O.C(C(CO)(CO)N)O ,-0.04820000000000002,376.40900000000016,7,5,6
CN1C=CNC1=S ,1.08269,114.173,2,1,0
CCOC(=O)N1C=CN(C1=S)C ,1.5606900000000001,186.236,5,0,1
C[C@@]1(C2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCNCCCC[C@@H](C(=O)O)N)N(C)C)O ,-0.6107999999999953,602.6410000000002,12,9,10
CC(C)(C)NCC(=O)NC1=C(C2=C(CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C2O)O)O)C(=O)N)N(C)C)C(=C1)N(C)C)O ,0.35660000000000386,585.6580000000004,11,7,6
C1C(C1N)C2=CC=CC=C2 ,1.5012,133.19399999999996,1,1,1
CCN(CC)C(=O)[C@@]1(C[C@@H]1C[NH3+])C2=CC=CC=C2.[Cl-] ,-1.9413999999999947,282.81500000000005,1,1,5
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O ,2.7733,430.54500000000036,5,2,9
CC(C(=O)N1C2CCCCC2CC1C(=O)O)NC(CCC3=CC=CC=C3)C(=O)O ,2.2947999999999995,402.49100000000016,4,3,8
CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC ,4.639000000000004,804.0310000000002,12,3,7
CC[C@@H]1C=C(C[C@@H](C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC1=O)O)C)C(=C[C@@H]4CC[C@@H]([C@@H](C4)OC)Cl)C)O)C)OC)OC)C)C ,5.719400000000006,810.4660000000001,11,2,6
CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O ,3.167200000000001,260.31399999999996,3,1,4
CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O ,3.167200000000001,260.31399999999996,3,1,4
CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O ,3.990900000000004,810.9890000000001,12,3,7
